,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
16690,5,7,6,5,3,8,6,6,7,11,6,12,2,10,4,8,6
16691,2,4,3,2,1,6,11,2,7,11,9,5,1,10,2,5,19
16692,6,11,6,8,4,3,8,5,7,11,11,9,3,9,2,6,20
16693,1,1,1,1,0,12,3,6,4,13,4,11,0,7,0,8,9
16694,3,9,5,6,2,6,5,3,1,6,1,8,2,7,2,7,0
16695,4,2,5,3,3,5,7,4,8,7,6,11,3,8,5,9,10
16696,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,8
16697,4,7,5,5,4,6,8,8,5,7,5,10,3,7,4,11,11
16698,4,4,4,6,3,6,9,9,4,7,5,8,3,8,5,10,17
16699,4,9,3,4,2,7,3,1,5,6,2,7,2,8,5,9,18
16700,4,5,5,4,3,5,12,4,6,11,9,4,2,11,1,5,19
16701,7,11,7,6,3,4,8,3,9,9,11,10,4,11,4,5,23
16702,3,3,4,5,1,1,0,6,6,0,1,5,0,8,0,8,11
16703,5,7,8,9,7,8,5,3,2,7,5,7,4,8,8,8,7
16704,6,11,4,6,2,7,10,6,3,8,10,5,5,12,3,8,21
16705,6,10,5,5,3,7,9,2,7,12,7,6,2,9,4,6,19
16706,6,10,6,6,4,7,10,5,2,11,5,4,4,11,5,7,15
16707,4,9,5,7,5,7,7,13,1,7,6,8,5,8,0,7,13
16708,3,2,4,4,1,5,2,7,8,1,3,2,1,6,1,5,11
16709,8,9,5,5,3,7,9,6,5,9,5,6,4,9,5,8,14
16710,4,5,6,3,3,8,8,3,6,10,6,8,3,8,3,8,7
16711,4,7,4,5,3,7,7,8,5,10,6,8,3,8,3,7,14
16712,7,10,7,7,5,5,7,7,6,9,8,10,2,9,5,9,6
16713,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,21
16714,7,14,5,8,4,5,8,7,4,10,8,9,5,10,5,8,14
16715,5,9,7,6,7,9,7,1,5,9,5,5,5,10,4,6,5
16716,4,6,5,8,8,8,9,5,0,8,7,6,5,10,5,9,15
16717,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,13
16718,6,9,5,4,2,5,10,2,7,13,7,5,2,8,4,4,19
16719,2,5,4,4,2,6,4,1,8,8,2,10,0,7,2,8,11
16720,2,7,2,5,1,11,3,9,3,13,7,13,1,6,0,8,9
16721,1,0,2,1,0,6,7,6,9,7,6,14,0,8,4,10,2
16722,4,10,4,7,2,7,7,15,1,7,6,8,3,8,0,8,7
16723,4,6,4,4,2,3,11,4,3,10,11,7,2,10,1,8,21
16724,5,7,7,5,6,7,8,5,5,7,6,8,4,11,9,10,5
16725,4,9,5,7,3,5,7,6,5,10,8,10,2,8,5,9,6
16726,2,5,3,3,2,8,12,3,6,6,11,8,2,11,1,8,19
16727,3,8,5,6,6,6,7,3,2,7,6,6,2,8,10,1,18
16728,1,3,3,2,2,8,7,3,5,9,6,7,2,8,4,8,1
16729,4,8,5,6,5,8,7,6,3,6,6,10,3,8,7,9,4
16730,3,1,4,2,1,7,7,11,1,7,9,8,7,6,0,8,12
16731,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,8
16732,4,5,5,7,6,8,9,3,2,7,8,6,5,11,5,4,15
16733,7,8,10,10,9,6,4,5,3,6,3,6,6,5,11,7,7
16734,5,6,6,5,5,6,7,5,7,6,4,7,3,7,5,6,3
16735,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,16
16736,4,8,4,6,3,1,13,4,3,12,10,7,0,8,2,6,5
16737,2,1,2,2,1,5,11,4,3,10,8,3,0,9,3,7,15
16738,3,9,4,6,2,3,7,7,2,7,6,11,3,8,3,10,10
16739,2,0,2,0,0,7,8,11,1,7,5,8,3,8,0,8,7
16740,5,9,8,6,4,4,9,3,8,11,12,9,3,9,4,5,23
16741,4,6,4,4,2,6,7,6,6,9,8,10,2,8,4,9,6
16742,8,10,11,8,6,7,8,3,7,10,8,8,6,8,5,7,7
16743,4,6,5,8,4,7,8,5,2,8,9,10,3,9,6,8,16
16744,5,9,5,5,2,5,8,4,6,4,4,9,4,7,2,8,13
16745,4,7,6,5,3,8,8,2,8,7,6,7,0,8,4,7,8
16746,4,8,6,6,6,7,7,6,3,6,6,9,4,8,7,8,6
16747,2,3,2,2,1,5,8,5,6,11,9,11,1,9,3,8,2
16748,3,7,4,5,3,8,7,2,5,6,6,7,2,8,8,9,23
16749,7,10,8,8,5,5,8,6,7,12,9,12,3,11,4,6,2
16750,4,8,5,6,4,6,11,3,6,8,11,8,2,12,1,7,19
16751,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,8
16752,1,4,3,3,1,9,6,3,6,14,5,9,0,7,0,8,9
16753,4,7,6,5,4,8,9,4,4,12,4,3,1,10,3,8,15
16754,3,7,5,5,4,9,11,6,4,6,5,7,2,8,6,4,25
16755,5,8,7,6,6,7,7,5,5,7,6,8,9,7,5,10,7
16756,5,7,6,5,3,5,9,2,9,9,10,4,1,11,4,4,24
16757,1,3,3,1,1,5,10,2,5,13,7,5,1,9,1,7,5
16758,2,1,2,1,0,2,1,6,5,0,2,5,0,8,0,8,11
16759,3,7,5,5,3,6,8,2,9,11,7,7,1,9,6,7,25
16760,2,5,3,3,2,6,8,7,8,8,7,13,1,9,4,10,2
16761,4,8,4,6,3,1,12,3,4,11,10,7,0,8,2,6,5
16762,2,3,4,4,2,10,6,2,6,12,4,9,1,6,1,7,9
16763,1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,9,1
16764,4,7,5,5,2,7,4,13,5,7,15,8,3,9,0,8,20
16765,9,14,8,8,4,10,11,6,6,3,6,9,5,10,3,6,13
16766,9,15,8,8,5,6,8,4,6,9,8,9,6,8,6,10,7
16767,1,4,2,3,1,7,3,1,6,8,2,10,0,7,2,8,11
16768,5,5,8,3,4,10,6,3,5,9,5,7,10,6,2,8,12
16769,3,8,6,6,4,8,5,2,4,6,2,6,2,6,2,6,0
16770,2,3,4,2,2,7,7,3,3,9,8,8,5,5,1,7,12
16771,8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8,14
16772,3,5,5,4,3,7,8,3,6,10,6,8,3,8,3,8,7
16773,7,9,7,10,8,8,9,7,2,7,7,11,4,10,8,6,16
16774,5,9,7,7,7,6,7,3,6,8,7,11,5,10,9,9,4
16775,7,10,9,8,6,6,9,3,10,12,8,7,1,9,6,6,25
16776,6,10,5,5,2,6,5,3,7,10,4,13,2,6,6,8,11
16777,5,10,8,7,7,9,7,3,6,11,5,6,3,8,3,8,3
16778,2,4,4,3,1,8,6,3,6,14,6,11,1,6,1,7,9
16779,5,7,5,5,5,4,9,2,3,9,8,8,6,11,2,6,22
16780,4,5,4,7,2,7,5,14,5,7,14,8,3,9,0,8,20
16781,5,10,7,8,7,8,7,7,6,6,6,5,2,8,7,9,1
16782,7,13,6,7,3,9,2,2,5,8,1,8,3,7,5,10,18
16783,2,3,3,1,1,5,9,4,6,12,8,10,1,9,2,7,2
16784,5,7,8,10,11,8,9,4,2,6,8,9,4,11,8,8,24
16785,6,10,9,7,5,8,5,7,7,8,6,7,2,7,5,6,9
16786,3,5,4,4,3,5,10,4,4,10,8,4,1,10,3,7,15
16787,6,5,7,4,4,4,11,2,2,9,9,8,7,11,1,6,22
16788,6,11,4,6,3,10,5,6,5,11,3,9,6,7,6,10,1
16789,3,9,4,6,4,6,8,8,4,7,5,8,2,7,5,11,17
16790,7,11,10,8,7,7,11,2,3,6,9,8,12,11,2,7,22
16791,4,9,6,6,5,9,8,3,6,9,3,8,3,6,4,11,17
16792,5,10,6,8,7,8,6,6,4,8,6,8,7,7,6,11,17
16793,4,9,6,7,8,7,6,3,2,7,5,7,3,7,12,2,18
16794,5,8,8,6,3,7,11,3,7,14,5,2,0,9,3,8,15
16795,2,4,4,3,2,7,11,5,2,11,5,3,1,10,2,9,15
16796,4,5,5,4,2,5,12,3,7,11,10,4,1,11,2,4,19
16797,3,3,3,5,3,6,6,9,6,6,6,7,2,8,9,10,1
16798,3,6,4,4,4,8,8,7,2,7,4,7,4,7,7,8,17
16799,3,7,4,5,2,8,7,8,7,6,6,9,2,7,5,11,6
16800,4,8,5,6,5,8,7,5,6,7,6,8,6,8,3,7,7
16801,5,9,5,7,3,3,8,5,8,11,10,13,1,9,3,7,2
16802,2,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,8
16803,3,4,5,3,2,10,7,2,8,10,3,7,2,7,3,9,23
16804,3,7,4,5,4,7,7,5,8,8,8,9,3,9,6,9,4
16805,6,9,6,7,5,2,10,2,3,10,11,9,6,10,1,7,22
16806,5,10,7,8,7,6,9,3,7,9,8,5,4,10,4,7,15
16807,3,7,5,5,3,8,7,2,9,11,5,8,1,7,6,8,25
16808,4,2,5,3,4,7,7,6,6,7,6,8,3,8,3,9,7
16809,6,9,6,6,4,7,11,3,9,12,9,4,2,12,3,4,19
16810,6,9,6,11,6,7,7,8,5,9,8,8,4,9,7,9,16
16811,2,1,3,1,2,7,7,5,5,7,6,6,1,8,5,9,1
16812,5,7,5,5,3,4,12,1,2,8,10,7,3,12,1,8,21
16813,3,7,5,5,2,5,4,2,10,6,1,9,0,7,3,6,11
16814,3,6,4,4,2,7,3,2,7,7,2,8,1,6,2,7,11
16815,2,3,2,1,1,7,8,6,4,7,6,7,4,8,1,7,13
16816,4,9,5,7,4,7,6,9,5,7,5,8,3,8,3,8,14
16817,4,5,5,5,5,9,7,2,4,8,5,7,3,8,7,8,23
16818,8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7,21
16819,3,1,5,3,3,6,7,4,8,7,6,11,3,8,5,9,10
16820,1,3,2,1,1,8,7,5,3,9,6,8,2,8,2,8,14
16821,2,7,4,4,1,8,11,1,3,6,12,8,1,10,0,8,24
16822,7,10,9,8,6,9,8,2,6,13,5,5,5,9,4,9,5
16823,7,8,7,9,7,8,7,6,2,7,7,11,5,9,7,7,16
16824,5,12,5,6,3,9,3,3,5,11,4,11,2,8,5,9,11
16825,3,7,4,5,2,8,7,8,7,6,6,9,2,7,5,11,6
16826,5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,8
16827,3,7,5,5,2,6,9,1,8,10,8,8,2,8,3,7,23
16828,7,8,6,11,5,7,6,5,5,6,11,6,4,11,3,7,24
16829,4,5,6,3,4,8,6,6,5,6,7,8,9,6,3,7,12
16830,4,6,6,7,5,8,9,5,5,7,7,9,3,7,8,6,9
16831,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,25
16832,4,5,5,4,3,7,8,6,5,7,6,6,6,9,2,5,13
16833,7,10,6,6,3,7,6,6,5,10,5,7,4,7,5,7,6
16834,4,9,6,8,6,7,8,2,4,7,7,8,8,6,4,7,0
16835,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,11
16836,6,11,8,8,9,8,6,5,3,8,7,11,10,8,6,5,2
16837,6,14,6,8,5,8,6,4,6,9,5,7,5,9,7,6,3
16838,5,10,6,7,3,7,7,15,0,7,7,8,3,8,0,8,7
16839,2,4,4,3,3,9,7,4,6,10,4,6,2,8,3,8,3
16840,5,4,5,7,2,7,4,15,6,7,14,8,3,9,0,8,20
16841,6,10,6,5,4,9,6,3,6,11,2,8,5,6,4,9,10
16842,3,7,4,9,5,8,7,8,3,5,6,9,3,8,6,10,16
16843,3,4,4,3,1,4,12,4,3,10,11,7,2,10,1,8,21
16844,3,5,4,7,1,13,2,8,5,14,3,12,0,6,0,8,9
16845,3,6,5,4,5,8,7,4,3,8,5,8,4,9,10,10,18
16846,2,4,3,3,2,8,8,7,5,8,5,7,2,8,8,8,18
16847,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6,23
16848,3,6,4,4,1,8,11,2,2,5,12,8,1,11,0,8,24
16849,8,9,8,6,5,1,10,2,3,10,11,9,7,10,1,7,22
16850,8,12,6,6,4,8,6,5,5,11,5,9,6,6,7,11,1
16851,5,8,7,6,4,7,9,3,6,13,6,5,2,9,3,7,5
16852,4,9,5,7,2,2,4,2,9,2,0,8,0,7,1,5,11
16853,8,14,8,8,4,11,4,3,6,10,2,7,5,7,4,12,3
16854,6,8,8,6,7,8,7,1,6,9,4,8,4,8,4,8,10
16855,2,3,2,2,1,7,11,2,6,7,10,8,1,11,1,7,19
16856,4,6,4,4,3,7,7,7,4,10,7,8,3,8,3,8,14
16857,6,9,7,10,8,9,9,6,3,4,8,11,5,9,9,13,16
16858,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8,23
16859,4,8,6,6,6,8,9,7,5,6,6,8,3,7,7,4,0
16860,6,11,4,6,3,6,9,4,5,10,6,8,3,8,7,8,4
16861,4,6,5,7,5,10,10,6,3,4,8,11,3,10,6,9,16
16862,6,11,5,6,3,8,4,3,3,7,4,11,5,6,4,7,0
16863,6,7,8,10,11,9,7,6,1,6,6,9,9,11,6,9,16
16864,3,7,5,5,3,10,7,4,6,10,2,7,3,7,4,10,17
16865,3,3,4,5,1,5,7,6,9,6,6,12,1,8,4,8,2
16866,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10,2
16867,4,7,4,5,3,7,5,13,5,7,11,8,3,9,0,8,20
16868,3,8,4,6,4,6,8,3,8,7,6,9,0,8,9,7,25
16869,5,9,7,7,8,7,5,4,3,7,7,11,8,9,4,7,2
16870,1,3,2,2,1,8,10,1,6,5,10,8,1,11,1,8,24
16871,4,9,6,7,6,9,7,2,6,7,5,6,3,8,6,8,23
16872,6,10,5,5,2,8,10,6,3,7,9,5,6,13,3,7,21
16873,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7,23
16874,2,1,3,2,1,6,8,7,7,8,7,13,1,10,4,10,2
16875,3,8,6,6,4,10,5,1,4,8,2,6,2,7,4,8,0
16876,4,2,5,4,4,8,6,6,4,6,7,8,8,6,2,7,12
16877,4,9,4,7,3,8,7,8,7,8,6,8,2,9,9,8,18
16878,4,7,5,5,4,7,7,6,8,7,6,5,3,8,3,7,3
16879,2,8,4,5,2,7,5,3,1,6,0,8,2,7,2,7,0
16880,8,15,10,8,5,12,5,2,5,12,3,7,5,6,0,8,13
16881,4,4,4,3,2,5,12,3,7,12,9,4,1,11,1,5,19
16882,4,9,6,7,2,7,8,4,3,7,14,8,3,9,0,8,21
16883,8,11,11,8,7,12,5,3,6,10,2,6,10,9,2,9,12
16884,6,8,8,7,10,8,7,4,4,7,6,7,11,8,5,5,12
16885,4,6,6,4,3,7,5,7,5,8,4,10,3,7,3,8,14
16886,2,9,2,6,2,7,7,0,8,7,6,8,0,8,3,8,8
16887,8,11,12,8,10,9,6,3,7,10,5,8,6,8,5,8,7
16888,4,6,6,4,3,3,8,3,7,11,11,11,3,8,3,6,10
16889,6,9,9,7,9,6,8,1,5,10,8,7,8,9,4,6,5
16890,4,8,4,6,2,0,1,5,5,0,1,6,0,8,0,8,11
16891,1,3,3,1,1,7,9,4,3,11,5,4,1,9,2,8,15
16892,2,7,4,5,3,10,3,1,2,7,3,9,1,5,1,7,0
16893,3,7,5,5,2,7,11,1,3,8,11,8,1,10,0,8,24
16894,6,10,7,8,3,7,10,9,9,8,8,6,3,8,4,8,14
16895,3,11,5,8,4,7,7,7,7,8,4,12,2,9,6,10,6
16896,6,10,7,9,4,8,7,8,7,6,7,9,3,8,5,9,16
16897,2,3,3,2,2,7,7,5,5,10,5,6,3,8,3,9,3
16898,4,9,4,7,4,5,10,9,3,9,6,5,1,10,3,8,15
16899,6,10,6,8,3,2,11,4,4,11,12,8,2,10,1,8,21
16900,4,4,5,6,3,7,5,6,9,6,6,11,0,9,9,8,18
16901,1,0,2,1,0,8,7,4,6,5,6,7,0,8,7,8,18
16902,4,6,6,4,3,7,8,4,1,7,8,8,8,9,0,8,22
16903,5,9,8,7,5,8,6,1,7,10,3,9,5,6,6,10,10
16904,2,2,3,3,2,8,8,5,2,5,7,10,2,9,5,10,16
16905,4,9,5,7,2,7,7,4,15,9,6,8,0,8,8,8,25
16906,4,8,5,6,5,7,9,6,3,8,6,9,4,11,8,11,5
16907,1,3,3,2,1,6,8,3,3,10,7,8,4,8,0,7,13
16908,3,8,5,6,1,5,8,4,3,8,14,8,3,9,0,8,21
16909,4,8,4,6,4,7,7,12,1,7,6,8,3,8,0,8,7
16910,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8,12
16911,5,10,7,8,4,10,2,6,5,15,5,13,0,7,0,7,9
16912,8,14,7,8,5,6,7,5,6,9,6,6,5,8,7,4,3
16913,4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8,11
16914,1,3,3,2,1,7,9,3,4,12,5,4,1,9,2,9,15
16915,2,5,3,4,2,6,9,7,8,9,8,13,1,10,4,10,2
16916,4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8,8
16917,1,0,2,1,1,6,9,7,2,7,5,8,2,7,4,10,17
16918,3,5,5,3,2,7,7,2,8,11,5,9,2,8,4,9,4
16919,3,5,3,3,3,7,7,5,5,6,6,6,2,8,6,10,1
16920,4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10,17
16921,4,8,5,6,3,5,8,7,8,9,8,14,1,9,4,9,2
16922,3,11,5,8,2,9,8,4,3,6,14,8,3,10,0,8,21
16923,2,4,4,3,2,7,4,1,8,8,2,10,0,7,2,8,11
16924,3,7,4,5,2,5,8,6,8,12,9,11,1,10,3,7,2
16925,1,0,2,0,0,7,8,11,1,7,6,8,2,8,0,8,7
16926,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,24
16927,5,9,7,7,4,9,7,3,6,13,4,5,5,10,5,10,15
16928,6,9,5,5,3,7,8,2,7,12,7,8,2,9,4,5,19
16929,1,4,2,3,1,8,7,5,8,6,6,8,1,8,7,7,25
16930,5,10,6,7,4,6,8,5,8,11,10,7,2,10,5,5,18
16931,5,8,8,6,3,7,7,5,2,7,8,8,9,9,0,8,22
16932,4,7,7,5,8,7,7,3,2,7,5,8,8,5,2,7,12
16933,2,5,4,4,2,7,7,0,8,14,6,8,0,8,1,7,8
16934,3,5,4,4,2,4,4,4,8,2,1,7,0,7,1,6,11
16935,5,9,5,4,3,7,5,3,5,12,7,11,3,8,6,8,11
16936,1,0,2,1,1,5,7,5,8,7,6,12,0,8,6,9,4
16937,3,7,5,5,5,6,6,3,4,6,6,9,5,8,7,9,10
16938,10,14,8,8,4,8,10,6,5,6,10,5,6,13,4,7,21
16939,2,3,3,1,1,6,12,3,4,13,7,3,1,9,1,7,5
16940,1,6,2,4,1,12,3,9,3,13,6,12,1,6,0,8,9
16941,3,5,4,4,2,6,6,5,5,9,7,10,2,8,4,10,6
16942,3,2,5,3,3,7,6,6,5,6,7,7,8,6,2,7,12
16943,4,8,5,6,4,6,7,9,7,7,6,7,2,8,9,9,1
16944,7,12,5,6,2,10,5,6,4,13,3,8,3,8,5,10,8
16945,4,11,5,8,4,3,11,3,7,11,10,6,1,10,3,5,5
16946,4,9,5,6,2,5,7,7,10,6,6,13,1,7,4,9,2
16947,4,7,4,5,3,4,7,7,3,7,6,11,3,8,2,11,10
16948,6,11,6,6,3,9,6,4,3,13,7,9,3,10,3,8,18
16949,6,10,10,8,8,7,11,2,2,6,8,8,8,12,1,8,22
16950,2,5,3,3,3,7,7,5,5,6,6,6,2,8,6,10,1
16951,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,9,1
16952,6,12,5,7,3,7,6,4,9,10,5,9,3,7,9,8,16
16953,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,16
16954,3,4,4,3,2,6,6,6,6,6,6,11,2,9,4,9,6
16955,3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10,8
16956,3,7,4,5,3,7,6,6,6,6,5,9,2,9,6,11,6
16957,1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8,24
16958,5,10,8,8,13,9,5,5,2,7,6,8,11,10,4,8,22
16959,5,10,7,7,4,7,10,3,6,13,7,5,2,10,2,7,5
16960,3,9,4,7,3,6,4,2,1,6,1,8,2,6,2,7,0
16961,3,5,5,4,3,9,6,4,6,10,4,6,2,8,3,8,3
16962,3,7,4,5,4,10,6,3,6,10,4,7,3,8,3,9,3
16963,4,4,5,3,2,4,8,5,7,12,10,9,3,9,2,7,20
16964,4,9,7,7,5,8,8,3,9,5,6,5,5,9,8,8,23
16965,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,8
16966,3,7,4,5,4,6,8,8,4,7,5,7,2,7,4,11,17
16967,3,8,5,6,3,3,5,1,8,3,1,9,0,7,1,6,11
16968,3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5,19
16969,2,6,4,4,1,7,8,2,6,15,6,9,0,7,1,7,9
16970,4,11,5,9,6,7,7,5,10,7,5,9,3,10,9,8,25
16971,4,8,5,6,4,7,8,7,8,8,7,5,3,8,3,7,3
16972,4,10,5,7,1,7,11,2,3,7,12,8,1,11,0,8,24
16973,5,9,6,8,7,9,8,2,5,8,5,6,4,7,9,8,23
16974,1,0,2,0,1,6,10,7,2,7,5,8,2,7,4,9,17
16975,6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4,24
16976,6,11,8,8,8,6,6,8,4,6,4,8,4,6,8,11,7
16977,7,11,10,9,5,7,7,1,9,10,6,8,3,8,4,7,23
16978,8,12,7,6,3,7,9,6,4,13,4,5,4,10,4,8,15
16979,3,9,4,7,3,6,6,9,7,6,7,7,2,8,9,10,1
16980,5,6,6,9,6,10,12,5,4,6,7,7,6,11,8,6,24
16981,3,5,4,4,4,9,7,6,6,7,6,6,3,8,3,7,7
16982,4,7,4,5,3,3,7,5,10,7,6,14,0,8,6,8,4
16983,3,1,5,3,1,7,12,2,3,7,11,9,2,10,1,8,21
16984,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,8
16985,5,7,7,5,4,5,8,4,6,10,9,9,3,8,3,7,7
16986,4,10,6,7,3,5,9,5,2,8,13,8,3,10,0,8,21
16987,5,7,7,10,10,8,6,5,1,6,6,9,8,9,6,12,16
16988,3,2,4,4,3,7,7,7,6,6,6,5,2,8,3,7,3
16989,2,3,2,2,2,7,7,5,8,6,6,8,1,8,6,8,25
16990,2,3,3,2,2,8,7,6,4,9,5,8,2,8,2,8,14
16991,2,6,3,4,1,6,5,5,8,5,6,11,0,9,8,8,18
16992,9,13,6,7,3,6,9,6,7,12,7,7,2,9,5,9,2
16993,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10,2
16994,3,3,3,1,1,5,8,5,7,10,9,8,3,10,2,6,20
16995,8,10,8,8,6,5,10,3,3,9,8,7,8,11,3,6,22
16996,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,23
16997,3,7,3,4,1,1,13,5,4,12,10,7,0,8,2,6,5
16998,3,7,4,5,3,8,7,7,6,8,6,8,2,8,9,8,18
16999,3,3,4,2,2,6,11,3,7,11,9,5,1,11,3,4,19
17000,3,8,4,6,2,9,6,2,8,15,4,8,0,7,0,7,9
17001,5,10,7,8,5,7,4,1,8,8,2,10,0,6,3,8,11
17002,3,2,3,3,2,8,8,7,5,7,5,7,2,8,9,8,18
17003,6,10,9,8,5,3,9,2,8,11,12,10,3,9,3,5,23
17004,3,4,4,6,2,7,6,15,2,7,8,8,3,8,0,8,7
17005,3,5,5,4,2,7,10,4,4,13,5,2,1,10,2,8,15
17006,5,9,4,4,2,8,7,5,4,10,5,10,3,8,7,10,4
17007,6,9,8,8,6,6,5,5,5,9,6,10,5,5,7,4,14
17008,3,6,4,4,1,5,8,6,10,6,7,11,1,7,4,8,2
17009,5,8,5,6,3,3,8,4,6,10,10,9,3,9,1,7,20
17010,6,11,7,6,4,7,8,2,7,11,7,7,4,10,4,6,23
17011,5,11,6,8,3,7,9,15,1,7,3,8,3,8,0,8,7
17012,3,4,4,3,2,4,9,5,8,11,9,11,1,9,3,7,2
17013,5,9,7,7,10,9,8,4,4,6,8,6,6,11,8,7,1
17014,2,2,2,3,2,8,7,6,5,8,6,7,2,8,8,8,18
17015,3,9,4,7,3,9,6,2,5,11,4,9,1,6,2,5,9
17016,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8,23
17017,7,8,7,6,4,2,10,3,4,11,11,9,7,10,1,7,22
17018,8,10,5,14,4,7,8,3,4,11,6,5,3,8,8,9,9
17019,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6,5
17020,6,10,6,7,5,4,8,5,7,9,7,9,7,9,5,3,20
17021,5,5,6,7,3,7,7,15,2,4,6,8,6,8,0,8,13
17022,4,7,4,5,4,6,9,8,3,7,5,8,2,7,5,11,17
17023,5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12,18
17024,2,3,4,1,2,7,7,3,5,10,6,8,3,8,3,8,7
17025,2,4,4,3,2,8,7,4,5,8,5,7,2,7,4,11,17
17026,4,8,5,6,3,8,7,3,7,10,4,7,2,8,5,9,18
17027,4,9,5,6,3,4,8,6,6,11,10,12,2,10,3,7,2
17028,2,1,3,1,2,7,7,4,5,7,6,6,1,8,5,9,1
17029,2,3,3,5,2,3,7,6,10,7,6,15,0,8,7,8,4
17030,2,6,3,4,1,7,9,14,2,7,4,8,3,8,0,8,7
17031,5,9,6,7,3,9,7,2,6,15,4,8,0,7,1,7,9
17032,3,3,4,4,2,5,8,4,1,7,9,8,7,10,0,8,22
17033,9,10,9,8,4,3,8,6,8,12,11,10,3,9,2,6,20
17034,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,8,15
17035,2,3,3,2,1,5,8,4,5,10,8,9,3,10,1,7,20
17036,5,8,6,9,6,8,6,7,3,9,7,10,3,8,6,7,16
17037,2,2,3,4,2,8,7,7,5,7,7,8,2,9,9,8,18
17038,4,11,6,8,2,9,6,2,7,15,4,9,0,6,1,7,9
17039,4,5,5,4,4,8,7,4,6,6,4,8,3,7,5,6,3
17040,2,6,2,4,1,13,2,7,4,13,4,12,0,7,0,8,9
17041,6,15,6,8,4,5,7,4,6,12,9,12,3,8,7,7,11
17042,4,8,6,6,8,7,7,3,5,7,6,8,6,9,7,5,17
17043,4,7,6,5,4,9,7,4,6,10,5,5,3,8,3,8,3
17044,4,9,4,6,4,8,8,5,8,5,5,6,0,7,9,7,18
17045,3,6,5,8,1,10,11,2,4,4,12,8,0,10,0,8,24
17046,4,6,6,4,5,9,8,3,6,7,6,8,6,8,6,9,1
17047,5,9,7,7,8,10,7,1,5,9,4,5,4,10,5,8,5
17048,3,6,4,4,3,5,11,7,3,10,7,2,1,10,3,6,15
17049,4,9,6,7,7,7,6,5,5,6,5,7,7,6,8,14,10
17050,3,5,5,4,4,6,7,4,4,6,6,11,4,10,7,11,2
17051,2,2,4,4,2,7,10,1,7,7,11,8,1,11,2,8,24
17052,3,4,5,6,1,7,10,2,2,7,13,8,1,11,0,8,24
17053,2,2,3,3,2,8,7,3,8,6,6,8,2,8,6,8,23
17054,9,15,9,8,7,9,7,4,6,9,2,7,6,5,7,7,17
17055,3,4,5,7,2,5,7,7,10,7,6,12,1,9,4,9,2
17056,2,1,4,1,2,8,11,3,1,6,9,8,6,11,0,7,22
17057,4,7,6,5,4,5,8,5,8,12,10,9,3,8,5,5,4
17058,4,8,5,6,3,8,7,8,7,7,6,2,3,8,4,8,3
17059,9,11,8,6,3,7,7,2,9,9,6,8,4,9,4,8,23
17060,5,6,5,4,3,6,7,6,5,10,8,10,2,9,4,9,6
17061,3,4,3,6,2,3,7,6,10,7,6,14,0,8,7,8,4
17062,3,6,3,4,2,4,11,1,3,9,10,7,2,11,0,8,21
17063,4,9,6,6,6,8,7,5,6,9,6,6,3,9,7,8,1
17064,3,10,4,7,1,12,2,10,4,14,5,13,1,6,0,8,9
17065,6,11,5,8,3,4,11,2,4,9,11,7,3,9,1,8,21
17066,4,9,4,6,2,4,11,9,3,9,6,4,1,10,4,8,15
